Date,Open,High,Low,Close,Volume,Adj Close,Return
2009-12-30,1.6627,1.6627,1.6627,1.6627,834915.0,0.7881,
2010-01-04,1.6627,1.7243,1.6627,1.6627,988615.0,0.7881,0.0
2010-01-05,1.7243,1.7243,1.6627,1.6627,289651.0,0.7881,0.0
2010-01-06,1.6627,1.7243,1.6627,1.6627,868302.0,0.7881,0.0
2010-01-07,1.7243,2.0938,1.6627,1.7859,71158569.0,0.8465,0.074102
2010-01-08,1.7859,1.8474,1.6627,1.7243,13105368.0,0.8173,-0.034495
2010-01-11,1.7243,1.7859,1.6627,1.7243,1979536.0,0.8173,0.0
2010-01-12,1.7243,1.7859,1.6627,1.7243,1611728.0,0.8173,0.0
2010-01-13,1.7243,1.7859,1.7243,1.7243,939801.0,0.8173,0.0
2010-01-14,1.7243,1.7859,1.7243,1.7243,1636216.0,0.8173,0.0
2010-01-15,1.7243,1.7243,1.6627,1.7243,2167548.0,0.8173,0.0
2010-01-18,1.7243,1.7243,1.6627,1.7243,1211378.0,0.8173,0.0
2010-01-19,1.7243,1.7243,1.6627,1.7243,1349700.0,0.8173,0.0
2010-01-20,1.7243,1.7243,1.6627,1.6627,752033.0,0.7881,-0.035727
2010-01-21,1.6627,1.7243,1.6627,1.6627,1011609.0,0.7881,0.0
2010-01-22,1.6627,1.7243,1.6627,1.6627,2173459.0,0.7881,0.0
2010-01-25,1.6627,1.7243,1.6627,1.6627,811077.0,0.7881,0.0
2010-01-26,1.6627,1.7243,1.6627,1.6627,435296.0,0.7881,0.0
2010-01-27,1.6627,1.7243,1.6627,1.6627,8198246.0,0.7881,0.0
2010-01-28,1.6627,1.7243,1.6011,1.6627,763481.0,0.7881,0.0
2010-01-29,1.6011,1.6627,1.6011,1.6011,477630.0,0.7589,-0.037051
2010-02-01,1.6011,1.6627,1.6011,1.6011,203520.0,0.7589,0.0
2010-02-02,1.6627,1.7243,1.6011,1.6627,2154817.0,0.7881,0.038477
2010-02-03,1.6627,1.6627,1.6011,1.6627,951574.0,0.7881,0.0
2010-02-04,1.6627,1.7243,1.6011,1.6627,1713220.0,0.7881,0.0
2010-02-05,1.6627,1.6627,1.6011,1.6627,697470.0,0.7881,0.0
2010-02-08,1.6627,1.6627,1.6011,1.6011,631541.0,0.7589,-0.037051
2010-02-09,1.6011,1.6011,1.5395,1.6011,3031255.0,0.7589,0.0
2010-02-10,1.6011,1.6011,1.5395,1.6011,332846.0,0.7589,0.0
2010-02-11,1.6011,1.6011,1.6011,1.6011,146587.0,0.7589,0.0
2010-02-12,1.6627,1.6627,1.6011,1.6011,249752.0,0.7589,0.0
2010-02-15,1.6011,1.6627,1.5395,1.6011,554180.0,0.7589,0.0
2010-02-16,1.6011,1.6011,1.5395,1.6011,305954.0,0.7589,0.0
2010-02-17,1.5395,1.6011,1.5395,1.6011,475097.0,0.7589,0.0
2010-02-18,1.6011,1.6011,1.5395,1.5395,377470.0,0.7297,-0.038477
2010-02-19,1.6011,1.6011,1.5395,1.6011,511553.0,0.7589,0.040016
2010-02-22,1.6011,1.6627,1.6011,1.6011,144882.0,0.7589,0.0
2010-02-23,1.6011,1.6627,1.6011,1.6011,365161.0,0.7589,0.0
2010-02-24,1.6011,1.6011,1.6011,1.6011,249297.0,0.7589,0.0
2010-02-25,1.6011,1.6627,1.6011,1.6011,45014.0,0.7589,0.0
2010-02-26,1.6011,1.6627,1.6011,1.6011,322502.0,0.7589,0.0
2010-03-02,1.6011,1.6627,1.6011,1.6011,340121.0,0.7589,0.0
2010-03-03,1.6627,1.7243,1.6011,1.6627,3617197.0,0.7881,0.038477
2010-03-04,1.6627,1.7243,1.6627,1.6627,810784.0,0.7881,0.0
2010-03-05,1.7243,1.7859,1.6627,1.7243,5772225.0,0.8173,0.037051
2010-03-08,1.7243,1.7243,1.6627,1.6627,1114660.0,0.7881,-0.035727
2010-03-09,1.6627,1.6627,1.6011,1.6011,1636379.0,0.7589,-0.037051
