Date,Open,High,Low,Close,Volume,Adj Close,Return
2009-12-30,29.25,29.25,29.25,29.25,200.0,16.7401,
2010-01-04,29.0,29.0,29.0,29.0,2000.0,16.597,-0.008548
2010-01-05,29.0,29.0,29.0,29.0,0.0,16.597,0.0
2010-01-06,28.5,29.0,28.5,29.0,2200.0,16.597,0.0
2010-01-07,29.0,29.0,29.0,29.0,2600.0,16.597,0.0
2010-01-08,29.0,29.0,29.0,29.0,0.0,16.597,0.0
2010-01-11,29.5,29.5,29.0,29.0,6600.0,16.597,0.0
2010-01-12,27.0,29.0,27.0,27.0,0.0,15.4524,-0.068964
2010-01-13,22.625,29.25,22.625,22.625,0.0,12.9485,-0.16204
2010-01-14,28.5,28.5,28.5,28.5,12000.0,16.3109,0.259675
2010-01-15,28.5,28.5,28.5,28.5,4000.0,16.3109,0.0
2010-01-18,28.63,28.63,28.5,28.5,11200.0,16.3109,0.0
2010-01-19,27.75,29.0,27.75,27.75,0.0,15.8816,-0.02632
2010-01-20,27.5,28.75,27.5,27.5,0.0,15.7386,-0.009004
2010-01-21,23.0,28.875,23.0,23.0,2.0,13.1632,-0.163636
2010-01-22,24.5,28.875,24.5,24.5,0.0,14.0216,0.065212
2010-01-25,28.875,28.875,28.875,28.875,200.0,16.5255,0.178574
2010-01-26,29.25,29.25,29.25,29.25,200.0,16.7401,0.012986
2010-01-27,27.5,28.5,27.5,27.5,0.0,15.7386,-0.059826
2010-01-28,27.5,28.5,27.5,27.5,0.0,15.7386,0.0
2010-01-29,30.5,30.5,28.5,28.63,4200.0,16.3853,0.04109
2010-02-01,27.625,28.75,27.625,27.625,0.0,15.8101,-0.035105
2010-02-03,27.625,30.0,27.625,27.625,0.0,15.8101,0.0
2010-02-04,28.5,28.63,28.5,28.63,6200.0,16.3853,0.036382
2010-02-05,27.625,30.0,27.625,27.625,0.0,15.8101,-0.035105
2010-02-08,27.5,29.75,27.5,27.5,0.0,15.7386,-0.004522
2010-02-09,27.5,29.75,27.5,27.5,0.0,15.7386,0.0
2010-02-10,27.75,29.5,27.75,27.75,0.0,15.8816,0.009086
2010-02-11,27.5,29.75,27.5,27.5,0.0,15.7386,-0.009004
2010-02-12,27.75,30.0,27.75,27.75,0.0,15.8816,0.009086
2010-02-15,28.0,30.25,28.0,28.0,0.0,16.0247,0.00901
2010-02-16,28.0,28.0,28.0,28.0,200.0,16.0247,0.0
2010-02-17,27.5,30.0,27.5,27.5,0.0,15.7386,-0.017854
2010-02-18,26.5,29.0,26.5,26.5,0.0,15.1662,-0.036369
2010-02-19,26.125,30.0,26.125,26.125,0.0,14.9516,-0.01415
2010-02-22,26.125,29.5,26.125,26.125,0.0,14.9516,0.0
2010-02-23,26.625,30.25,26.625,26.625,0.0,15.2378,0.019142
2010-02-24,30.5,30.5,30.5,30.5,200.0,17.4555,0.145539
2010-02-25,30.5,30.5,29.5,29.5,2000.0,16.8832,-0.032786
2010-02-26,26.0,29.5,26.0,26.0,0.0,14.8801,-0.118645
2010-03-02,29.5,29.5,29.5,29.5,1400.0,16.8832,0.134616
2010-03-03,29.5,29.5,29.5,29.5,9000.0,16.8832,0.0
