Date,Open,High,Low,Close,Volume,Adj Close,Return
2009-12-30,10.1316,10.1316,10.0351,10.0351,316091.0,6.3361,
2010-01-04,10.0351,10.0351,9.8421,9.9386,1126735.0,6.2752,-0.009612
2010-01-05,9.9386,10.0351,9.7456,9.8421,2521370.0,6.2143,-0.009705
2010-01-06,9.8421,10.0351,9.7456,9.9386,2707190.0,6.2752,0.0098
2010-01-07,10.0351,10.0351,9.8421,9.8421,439833.0,6.2143,-0.009705
2010-01-08,9.9386,9.9386,9.7456,9.7456,1841929.0,6.1534,-0.0098
2010-01-11,9.7456,9.9386,9.6491,9.7456,2828341.0,6.1534,0.0
2010-01-12,9.6491,9.7456,9.6009,9.7456,6697605.0,6.1534,0.0
2010-01-13,9.7456,9.7456,9.6491,9.7456,993147.0,6.1534,0.0
2010-01-14,9.8421,9.8421,9.7456,9.7456,1263120.0,6.1534,0.0
2010-01-15,9.8421,9.8421,9.7456,9.8421,870649.0,6.2143,0.009897
2010-01-18,9.7456,9.7456,9.6491,9.7456,604822.0,6.1534,-0.0098
2010-01-19,9.7456,9.7456,9.6491,9.6491,725144.0,6.0924,-0.009913
2010-01-20,9.6491,9.6491,9.4079,9.4079,1331935.0,5.9401,-0.024998
2010-01-21,9.3596,9.3596,9.1667,9.2149,1294004.0,5.8183,-0.020505
2010-01-22,9.0702,9.1184,8.8772,9.0702,1495369.0,5.7269,-0.015709
2010-01-25,9.0219,9.0702,8.9254,8.9254,1042271.0,5.6355,-0.01596
2010-01-26,8.9254,9.0219,8.9254,9.0219,828262.0,5.6964,0.010806
2010-01-27,9.0219,9.0702,8.8289,8.8289,1164458.0,5.5746,-0.021382
2010-01-28,8.8772,8.8772,8.636,8.6842,419935.0,5.4832,-0.016396
2010-01-29,8.4912,8.6842,8.4912,8.636,292358.0,5.4527,-0.005562
2010-02-01,8.636,8.6842,8.636,8.636,174420.0,5.4527,0.0
2010-02-02,8.8772,8.8772,8.636,8.6842,104673.0,5.4832,0.005594
2010-02-03,8.6842,8.7807,8.6842,8.6842,1248922.0,5.4832,0.0
2010-02-04,8.6842,8.7807,8.6842,8.7807,1337531.0,5.5441,0.011107
2010-02-05,8.5877,8.7324,8.5877,8.6842,731777.0,5.4832,-0.010985
2010-02-08,8.5877,8.5877,8.3465,8.3947,813753.0,5.3004,-0.033338
2010-02-09,8.2982,8.3465,8.25,8.2982,582540.0,5.2395,-0.01149
2010-02-10,8.3465,8.443,8.2982,8.3465,754162.0,5.27,0.005821
2010-02-11,8.443,8.5395,8.443,8.5395,1257628.0,5.3918,0.023112
2010-02-12,8.5395,8.5877,8.5395,8.5395,297436.0,5.3918,0.0
2010-02-15,8.4912,8.5395,8.443,8.5395,524400.0,5.3918,0.0
2010-02-16,8.4912,8.5877,8.4912,8.5395,109233.0,5.3918,0.0
2010-02-17,8.5877,8.636,8.5877,8.5877,115451.0,5.4223,0.005657
2010-02-18,8.5877,8.6842,8.5877,8.5877,318578.0,5.4223,0.0
2010-02-19,8.636,8.636,8.5395,8.5395,1405931.0,5.3918,-0.005625
2010-02-22,8.5877,8.7324,8.5877,8.7324,305727.0,5.5136,0.02259
2010-02-23,8.7324,8.9254,8.7324,8.9254,570622.0,5.6355,0.022109
2010-02-24,8.8772,9.3114,8.8772,9.2632,1853019.0,5.8487,0.037832
2010-02-25,9.2632,9.3114,9.0219,9.0702,372780.0,5.7269,-0.020825
2010-02-26,9.0702,9.0702,8.9254,9.0702,457140.0,5.7269,0.0
2010-03-02,9.1667,9.1667,9.0219,9.0702,549687.0,5.7269,0.0
2010-03-03,9.1184,9.1184,9.0702,9.0702,285933.0,5.7269,0.0
2010-03-04,9.0702,9.1667,9.0702,9.0702,654982.0,5.7269,0.0
2010-03-05,9.0702,9.1184,9.0219,9.0702,1160520.0,5.7269,0.0
2010-03-08,9.0219,9.0219,8.9254,8.9737,115555.0,5.666,-0.010634
2010-03-09,8.8772,8.8772,8.7324,8.7807,270595.0,5.5441,-0.021514
2010-03-10,8.6842,8.7807,8.6842,8.7324,121151.0,5.5136,-0.005501
2010-03-11,8.7324,8.8772,8.6842,8.8289,326040.0,5.5746,0.011064
2010-03-12,8.8289,8.8772,8.7807,8.8772,268418.0,5.605,0.005453
2010-03-15,8.8772,8.9254,8.8772,8.8772,517146.0,5.605,0.0
2010-03-16,8.8772,8.9737,8.8772,8.9737,2032931.0,5.666,0.010883
2010-03-17,9.1184,9.3114,9.0702,9.2632,3562604.0,5.8487,0.032245
2010-03-18,9.3596,9.6009,9.3114,9.4079,6354569.0,5.9401,0.015627
2010-03-19,9.3596,9.5526,9.3596,9.4561,2808442.0,5.9706,0.005135
2010-03-22,9.4561,9.5526,9.4079,9.5044,3833821.0,6.001,0.005092
2010-03-23,9.5526,9.6009,9.5044,9.5526,4264119.0,6.0315,0.005082
2010-03-24,9.6491,10.2281,9.6491,9.8421,11701895.0,6.2143,0.030308
2010-03-25,9.8421,9.8421,9.6491,9.6491,1426348.0,6.0924,-0.019616
2010-03-26,9.8421,9.8421,9.5044,9.5526,2083713.0,6.0315,-0.009996
2010-03-29,9.4079,9.4079,9.1667,9.2149,765769.0,6.0069,-0.004079
2010-03-30,9.2149,9.3114,9.1667,9.3114,895729.0,6.0698,0.010471
2010-03-31,9.4079,9.4079,9.2632,9.3114,507196.0,6.0698,0.0
2010-04-01,9.3596,9.3596,9.2149,9.2149,710117.0,6.0069,-0.010363
2010-04-02,9.3596,9.4079,9.3114,9.3114,1012424.0,6.0698,0.010471
2010-04-05,9.3114,9.3114,9.2149,9.3114,296504.0,6.0698,0.0
2010-04-07,9.3596,9.4079,9.2632,9.2632,1011180.0,6.0384,-0.005173
2010-04-08,9.2149,9.2632,9.0219,9.0219,1079477.0,5.8811,-0.02605
2010-04-09,8.9737,9.1184,8.8772,9.0702,916353.0,5.9126,0.005356
2010-04-12,8.5395,8.8289,8.5395,8.5877,1098960.0,5.5981,-0.053191
2010-04-16,8.4912,8.6842,8.1535,8.2982,1046002.0,5.4094,-0.033708
2010-04-19,8.2982,8.3465,8.1053,8.1535,628969.0,5.315,-0.017451
2010-04-20,8.2982,8.4912,8.2982,8.4912,501600.0,5.5352,0.04143
2010-04-21,8.4912,8.4912,8.443,8.443,528442.0,5.5037,-0.005691
2010-04-22,8.443,8.5395,8.443,8.5395,182815.0,5.5666,0.011429
2010-04-23,8.3947,8.5395,8.3947,8.4912,152553.0,5.5352,-0.005641
2010-04-26,8.4912,8.5877,8.4912,8.5395,243442.0,5.5666,0.005673
2010-04-27,8.4912,8.5395,8.4912,8.4912,102393.0,5.5352,-0.005641
2010-04-28,8.3947,8.4912,8.3947,8.443,98973.0,5.5037,-0.005691
2010-04-29,8.4912,8.4912,8.443,8.443,227171.0,5.5037,0.0
2010-04-30,8.443,8.4912,8.443,8.443,147267.0,5.5037,0.0
2010-05-04,8.6842,8.8289,8.636,8.7807,677575.0,5.7239,0.040009
2010-05-06,8.6842,8.7324,8.636,8.636,1322608.0,5.6295,-0.016492
2010-05-07,8.5395,8.6842,8.4912,8.6842,393507.0,5.661,0.005596
2010-05-10,8.5877,8.6842,8.5877,8.6842,229658.0,5.661,0.0
2010-05-11,8.6842,8.7324,8.636,8.636,460146.0,5.6295,-0.005564
2010-05-12,8.5395,8.6842,8.5395,8.636,415478.0,5.6295,0.0
2010-05-13,8.6842,8.6842,8.5877,8.636,248520.0,5.6295,0.0
2010-05-14,8.4912,8.5877,8.3947,8.5395,386046.0,5.5666,-0.011173
2010-05-17,8.1535,8.3465,8.1535,8.2982,366562.0,5.4094,-0.02824
2010-05-18,8.2982,8.3947,8.2982,8.3947,126747.0,5.4723,0.011628
2010-05-19,8.3947,8.443,8.3465,8.3947,350291.0,5.4723,0.0
2010-05-24,8.5877,8.5877,8.057,8.057,699546.0,5.2521,-0.040239
2010-05-25,7.9605,8.0088,7.9123,7.9605,631871.0,5.1892,-0.011976
2010-05-26,7.9605,8.057,7.9605,8.057,382004.0,5.2521,0.012121
2010-05-27,8.057,8.25,8.057,8.25,414027.0,5.3779,0.023952
2010-05-31,8.25,8.25,8.1053,8.2017,699857.0,5.3465,-0.005839
2010-06-01,8.2017,8.2017,8.1535,8.1535,63944.0,5.315,-0.005892
2010-06-02,8.2017,8.3947,8.1535,8.3947,241887.0,5.4723,0.029595
2010-06-03,8.3947,8.443,8.2982,8.3947,1817368.0,5.4723,0.0
2010-06-04,8.443,8.5395,8.3947,8.4912,878318.0,5.5352,0.011494
