Date,Open,High,Low,Close,Volume,Adj Close,Return
2019-06-04,17.0,17.2,17.0,17.2,300.0,17.2,
2019-06-05,17.1,17.1,17.1,17.1,3600.0,17.1,-0.005814
2019-06-06,17.1,17.2,17.1,17.2,1900.0,17.2,0.005848
2019-06-07,17.1,17.2,17.1,17.2,11900.0,17.2,0.0
2019-06-10,17.2,17.3,17.2,17.3,17700.0,17.3,0.005814
2019-06-11,17.4,17.6,17.4,17.5,81500.0,17.5,0.011561
2019-06-12,17.4,17.5,17.3,17.5,84500.0,17.5,0.0
2019-06-13,17.5,18.2,17.5,18.0,79200.0,18.0,0.028571
2019-06-14,17.9,18.0,17.8,18.0,21500.0,18.0,0.0
2019-06-17,17.9,17.9,17.8,17.9,7700.0,17.9,-0.005556
2019-06-18,17.8,17.9,17.8,17.9,1600.0,17.9,0.0
2019-06-19,17.9,18.1,17.9,18.0,109800.0,18.0,0.005587
2019-06-20,18.0,18.0,17.9,17.9,6200.0,17.9,-0.005556
2019-06-21,17.8,18.0,17.8,17.9,5100.0,17.9,0.0
2019-06-24,17.9,18.0,17.9,18.0,2400.0,18.0,0.005587
2019-06-25,18.0,18.0,17.9,18.0,14100.0,18.0,0.0
2019-06-26,17.9,18.0,17.8,18.0,9900.0,18.0,0.0
2019-06-27,18.0,18.0,17.9,18.0,19200.0,18.0,0.0
2019-06-28,18.0,18.0,17.9,18.0,18400.0,18.0,0.0
2019-07-01,18.0,18.0,17.8,17.8,8400.0,17.8,-0.011111
2019-07-02,17.9,17.9,17.9,17.9,6200.0,17.9,0.005618
2019-07-03,18.0,18.0,17.9,17.9,5300.0,17.9,0.0
2019-07-04,17.9,18.0,17.7,17.9,35000.0,17.9,0.0
2019-07-05,17.9,17.9,17.8,17.8,20900.0,17.8,-0.005587
2019-07-08,17.6,17.9,17.6,17.8,7900.0,17.8,0.0
2019-07-09,17.8,17.8,17.4,17.7,62900.0,17.7,-0.005618
2019-07-10,17.8,17.9,17.7,17.7,6300.0,17.7,0.0
2019-07-11,17.9,17.9,17.7,17.7,8800.0,17.7,0.0
2019-07-12,17.7,17.7,17.6,17.6,30000.0,17.6,-0.00565
2019-07-15,17.6,17.6,17.5,17.5,11900.0,17.5,-0.005682
2019-07-17,17.5,17.5,17.4,17.5,11800.0,17.5,0.0
2019-07-18,17.5,17.5,17.5,17.5,600.0,17.5,0.0
2019-07-19,17.5,17.6,17.5,17.5,4500.0,17.5,0.0
2019-07-22,17.5,17.5,17.4,17.4,11100.0,17.4,-0.005714
2019-07-23,17.4,17.6,17.3,17.6,13900.0,17.6,0.011494
2019-07-24,17.6,17.6,17.5,17.5,7700.0,17.5,-0.005682
2019-07-25,17.6,17.6,17.4,17.4,13200.0,17.4,-0.005714
2019-07-26,17.4,17.9,17.4,17.6,11000.0,17.6,0.011494
2019-07-30,17.5,17.5,17.3,17.4,10500.0,17.4,-0.011364
2019-07-31,17.5,18.1,17.5,18.0,148400.0,18.0,0.034483
2019-08-01,17.6,18.0,17.6,18.0,700.0,18.0,0.0
2019-08-02,17.8,18.1,17.4,18.0,88600.0,18.0,0.0
2019-08-05,18.0,18.0,17.7,18.0,235200.0,18.0,0.0
2019-08-06,17.9,18.1,17.9,18.0,120200.0,18.0,0.0
2019-08-07,17.9,18.0,17.9,17.9,800.0,17.9,-0.005556
2019-08-08,17.5,18.0,17.5,18.0,31100.0,18.0,0.005587
2019-08-09,17.9,18.0,17.9,18.0,57200.0,18.0,0.0
2019-08-13,17.8,17.9,17.5,17.6,187800.0,17.6,-0.022222
2019-08-14,17.6,17.9,17.5,17.5,194700.0,17.5,-0.005682
2019-08-15,17.4,17.5,16.6,17.5,176700.0,17.5,0.0
2019-08-16,17.5,17.6,17.4,17.6,6300.0,17.6,0.005714
2019-08-19,17.8,17.8,17.5,17.7,1200.0,17.7,0.005682
2019-08-20,17.6,17.7,17.4,17.7,59100.0,17.7,0.0
2019-08-21,17.5,17.7,17.4,17.7,40900.0,17.7,0.0
2019-08-22,17.6,17.7,17.6,17.7,600.0,17.7,0.0
2019-08-23,17.6,17.7,17.6,17.7,900.0,17.7,0.0
2019-08-26,17.5,17.6,17.2,17.4,28700.0,17.4,-0.016949
2019-08-27,17.3,17.4,17.3,17.4,200.0,17.4,0.0
2019-08-28,17.3,17.6,17.3,17.6,8500.0,17.6,0.011494
2019-08-29,17.3,17.6,17.3,17.6,7400.0,17.6,0.0
2019-08-30,17.6,17.6,17.3,17.5,14200.0,17.5,-0.005682
2019-09-04,17.3,17.5,17.3,17.4,6600.0,17.4,-0.005714
2019-09-05,17.4,17.4,17.3,17.4,7200.0,17.4,0.0
2019-09-06,17.4,17.4,17.4,17.4,8500.0,17.4,0.0
2019-09-09,17.5,17.5,17.3,17.4,12200.0,17.4,0.0
2019-09-10,17.5,17.5,17.4,17.4,2300.0,17.4,0.0
2019-09-11,17.4,17.4,17.4,17.4,2500.0,17.4,0.0
2019-09-12,17.3,17.5,17.3,17.5,13900.0,17.5,0.005747
2019-09-13,17.4,17.6,17.4,17.6,10700.0,17.6,0.005714
2019-09-16,17.5,17.5,17.3,17.3,9400.0,17.3,-0.017045
2019-09-17,17.3,17.4,17.3,17.4,3800.0,17.4,0.00578
2019-09-18,17.3,17.3,17.3,17.3,8700.0,17.3,-0.005747
2019-09-19,17.3,17.3,17.0,17.3,96000.0,17.3,0.0
2019-09-20,17.3,17.3,17.0,17.3,18700.0,17.3,0.0
2019-09-23,17.3,17.3,17.3,17.3,4100.0,17.3,0.0
2019-09-24,17.2,17.3,17.2,17.3,13000.0,17.3,0.0
2019-09-25,17.2,17.3,17.1,17.3,9100.0,17.3,0.0
2019-09-26,17.1,17.3,17.0,17.3,26800.0,17.3,0.0
2019-09-27,17.2,17.3,17.2,17.3,3100.0,17.3,0.0
2019-09-30,17.3,17.3,17.2,17.3,21400.0,17.3,0.0
2019-10-02,17.3,17.3,17.1,17.2,9700.0,17.2,-0.00578
